image;angle
00_00.png;-0.04881754187845043
00_01.png;0.04906715233908746
00_02.png;0.08485470738964143
00_03.png;0.08043066958386594
00_04.png;0.06352413356759913
00_05.png;0.05049954926391492
00_06.png;0.4442886675220852
00_07.png;0.7363350517455265
00_08.png;1.429260818082055
00_09.png;0.9812349534192034
00_10.png;0.2692099147753931
00_11.png;0.1326811918507119
00_12.png;0.052133101605828305
00_13.png;0.1310384433446586
00_14.png;0.08786915671824624
00_15.png;0.029349058904377813
00_16.png;0.20110091217913728
00_17.png;0.10869839218132472
00_18.png;0.12238794354108545
00_19.png;-0.10067358206206009
00_20.png;0.011685713690748454
00_21.png;0.11662955693344412
00_22.png;0.14512452498163533
00_23.png;0.1915446142562426
00_24.png;0.25536295089100325
00_25.png;0.40009968697638115
00_26.png;0.35227905285806804
00_27.png;0.46062125361290707
00_28.png;0.32069159492790006
00_29.png;0.24101263112012108
00_30.png;0.3174850421426182
00_31.png;0.22645997661403522
00_32.png;0.3275546530788978
00_33.png;0.17088514953602751
00_34.png;0.18388206948563762
00_35.png;0.2590499401767932
00_36.png;0.1947864877598108
00_37.png;0.14217916598123126
00_38.png;0.04042853800258311
00_39.png;-0.07366107815010604
01_39.png;-0.0906709518695876
01_38.png;-0.059234978043439204
01_37.png;0.19001225092252785
01_36.png;-0.017581500675535624
01_35.png;0.054926180939633654
01_34.png;-0.1465728718500671
01_33.png;-0.11791262739689541
01_32.png;-0.31211830793324297
01_31.png;-0.36192983359640524
01_30.png;-0.2500370654000227
01_29.png;-0.046935803438608016
01_28.png;0.13354749184374898
01_27.png;-0.6755326623480888
01_26.png;-0.5133368901279092
01_25.png;-0.47084745516148113
01_24.png;-0.26522761148217017
01_23.png;-0.14592494991765778
01_22.png;-0.24084035137316678
01_21.png;-0.11801305818391757
01_20.png;-0.19512576608613402
01_19.png;-0.13487485459740647
01_18.png;-0.10468913746052147
01_17.png;-0.07428461228488077
01_16.png;0.07271397406780844
01_15.png;-0.04838429920466244
01_14.png;-0.05526212497992956
01_13.png;-0.1571456598855887
01_12.png;-0.0921366392785884
01_11.png;-0.13353566056295094
01_10.png;-0.07190217577090455
01_09.png;-0.44761160188013027
01_08.png;-0.6649344941894048
01_07.png;-0.7582087697357336
01_06.png;-0.4726440290454522
01_05.png;-0.3150569086946536
01_04.png;-0.16004173200594013
01_03.png;-0.20672056951838844
01_02.png;-0.1370632209334198
01_01.png;-0.1379195766490162
01_00.png;-0.1007091174398
02_00.png;0.041353123374449026
02_01.png;0.1155755521141346
02_02.png;0.07556695634189703
02_03.png;0.12952259936929922
02_04.png;0.21120388761775535
02_05.png;0.33730568718591036
02_06.png;0.5192205995235731
02_07.png;0.8573842936478469
02_08.png;0.5183746360541596
02_09.png;-0.08105272469823115
02_10.png;-0.12557053980458785
02_11.png;0.05729202947275658
02_12.png;0.08733864366423434
02_13.png;0.2722652777432983
02_14.png;0.2171055921366096
02_15.png;0.2607266596722776
02_16.png;0.13516668827576767
02_17.png;0.13885998127214635
02_18.png;0.01973728733878168
02_19.png;-0.01203702172888309
02_20.png;0.034656324774484056
02_21.png;0.08218525681583895
02_22.png;0.1093542433277626
02_23.png;0.22302305897049277
02_24.png;0.34891825965370254
02_25.png;0.33966514117511903
02_26.png;0.4736923071705988
02_27.png;0.34433663475367404
02_28.png;0.2771150366988973
02_29.png;0.33761397155961176
02_30.png;0.2646330287717883
02_31.png;0.1775077640582004
02_32.png;0.22906374462529364
02_33.png;0.1880639315254699
02_34.png;0.10016126951846346
02_35.png;0.06808860114042023
02_36.png;0.058696010611208965
02_37.png;0.09104840477325576
02_38.png;0.14842293638827075
02_39.png;0.1998890104706243
03_39.png;-0.020454581863812323
03_38.png;0.01494488121272822
03_37.png;-0.0401164272461376
03_36.png;-0.05310569032770664
03_35.png;-0.003252348545479872
03_34.png;-0.14905706810330152
03_33.png;-0.12032383820983564
03_32.png;-0.34124193940598924
03_31.png;-0.44577925756914955
03_30.png;-0.016335587668486307
03_29.png;-0.3457111894432687
03_28.png;-0.1708831112206497
03_27.png;-0.34361033708760624
03_26.png;-0.553693783220075
03_25.png;-0.527001819764803
03_24.png;-0.5736346936970897
03_23.png;-0.19971696170780037
03_22.png;-0.025567316778232117
03_21.png;-0.02893246258743279
03_20.png;-0.04238775733503197
03_19.png;-0.17712435776336807
03_18.png;-0.17245842943911577
03_17.png;-0.19066347531878897
03_16.png;-0.1549832692115187
03_15.png;-0.12032795113722504
03_14.png;-0.14483269705323615
03_13.png;-0.04404131107257405
03_12.png;-0.24693739947703322
03_11.png;-0.36668785919019664
03_10.png;-0.3031688581927187
03_09.png;-0.23363115889841066
03_08.png;-0.6011012691292068
03_07.png;-0.27209371163219725
03_06.png;-0.35113665886357137
03_05.png;-0.3185921732879106
03_04.png;-0.3121013781233504
03_03.png;-0.23123460703064422
03_02.png;-0.18503811333925627
03_01.png;-0.13749498942873406
03_00.png;-0.1461904663875842
04_00.png;0.15541667078891414
04_01.png;0.023041359726379534
04_02.png;0.09410664475831483
04_03.png;-0.026696400345033896
04_04.png;0.06516875592423599
04_05.png;0.31276985588199185
04_06.png;0.4431981986157801
04_07.png;0.585471998685098
04_08.png;0.737206156645228
04_09.png;0.2970924306814882
04_10.png;0.2917261390845851
04_11.png;-0.01736947455933523
04_12.png;-0.003705627490051148
04_13.png;0.13056329680747236
04_14.png;0.2094857316891723
04_15.png;0.19757310599415395
04_16.png;0.14704414741198388
04_17.png;-0.11792025627701085
04_18.png;0.06169372152880268
04_19.png;0.14069674921283604
04_20.png;0.05457303086644501
04_21.png;0.003982820191374628
04_22.png;0.05940274928913982
04_23.png;0.11493845809665251
04_24.png;0.2149197725983062
04_25.png;0.2893564438220587
04_26.png;0.35823410891141205
04_27.png;0.5726624325482156
04_28.png;0.19920164532793755
04_29.png;0.35233050314272424
04_30.png;0.501976452422527
04_31.png;0.21921344475820284
04_32.png;0.26398039320425837
04_33.png;0.043807167414153206
04_34.png;0.0820956688142643
04_35.png;-0.00881150304823923
04_36.png;-0.011740075046460591
04_37.png;0.1014464670753601
04_38.png;0.21520349775973532
04_39.png;0.32480509264155033
05_39.png;0.16636289837291068
05_38.png;-0.08728820042282409
05_37.png;-0.01731500294716425
05_36.png;-0.044106269225850134
05_35.png;-0.08791106611444434
05_34.png;-0.23657720378687364
05_33.png;-0.18335966640381168
05_32.png;-0.3015244340008347
05_31.png;-0.26304301692437404
05_30.png;-0.2175686687599252
05_29.png;0.22470684318527995
05_28.png;-0.11536746023499876
05_27.png;-0.2369480462850224
05_26.png;-0.04840549240029699
05_25.png;-0.15535949241966016
05_24.png;-0.19101853791504111
05_23.png;-0.2505228414829616
05_22.png;-0.23056730786278268
05_21.png;-0.19427850930816043
05_20.png;-0.11136656731951204
05_19.png;-0.028608518772163142
05_18.png;-0.07478786353730449
05_17.png;-0.09723457330453839
05_16.png;-0.139334862276869
05_15.png;-0.1202775383276204
05_14.png;-0.04885004396686587
05_13.png;-0.22035955233210958
05_12.png;-0.24144298741744027
05_11.png;-0.12657281885302116
05_10.png;-0.24738602417820318
05_09.png;-0.13974810545893482
05_08.png;-0.4921113996823385
05_07.png;-0.531034864953722
05_06.png;-0.39772451521707164
05_05.png;-0.32420693907980896
05_04.png;-0.32068297502842186
05_03.png;-0.19114060565457774
05_02.png;-0.15205989073826623
05_01.png;-0.08890705717128654
05_00.png;-0.08940267404965638
